type,sfpname,partnumber,serialnumber,state,switch,interface
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394KH     ,inserted,107,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339321     ,inserted,107,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223396ST     ,inserted,107,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930K     ,inserted,107,eth1/10
,,,,removed,107,eth1/43
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K3S2     ,inserted,107,eth1/44
,,,,removed,107,eth1/45
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K3R6     ,inserted,107,eth1/46
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K3RY     ,inserted,107,eth1/47
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K3S5     ,inserted,107,eth1/48
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2233N1PR     ,inserted,107,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2234N0EL     ,inserted,107,eth1/50
,,,,removed,107,eth1/51
,,,,removed,107,eth1/52
,,,,removed,107,eth1/53
,,,,removed,107,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UZ     ,inserted,107,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UY     ,inserted,107,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394TY     ,inserted,107,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339328     ,inserted,107,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339325     ,inserted,107,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930B     ,inserted,107,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339324     ,inserted,107,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394VS     ,inserted,107,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339327     ,inserted,107,eth1/19
,,,,removed,107,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UV     ,inserted,107,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UD     ,inserted,107,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394V6     ,inserted,107,eth1/23
,,,,removed,107,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UA     ,inserted,107,eth1/25
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930H     ,inserted,107,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UW     ,inserted,107,eth1/27
,,,,removed,107,eth1/28
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223396SZ     ,inserted,107,eth1/29
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930A     ,inserted,107,eth1/30
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930P     ,inserted,107,eth1/31
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233931R     ,inserted,107,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233931P     ,inserted,107,eth1/33
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223396T7     ,inserted,107,eth1/34
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339315     ,inserted,107,eth1/35
,,,,removed,107,eth1/36
,,,,removed,107,eth1/37
,,,,removed,107,eth1/38
,,,,removed,107,eth1/39
,,,,removed,107,eth1/40
,,,,removed,107,eth1/41
,,,,removed,107,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339300     ,inserted,106,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZP     ,inserted,106,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392YW     ,inserted,106,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954U     ,inserted,106,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZZ     ,inserted,106,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339560     ,inserted,106,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955U     ,inserted,106,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339562     ,inserted,106,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339561     ,inserted,106,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339565     ,inserted,106,eth1/10
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1HP     ,inserted,106,eth1/44
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1HC     ,inserted,106,eth1/45
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1GZ     ,inserted,106,eth1/46
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1HA     ,inserted,106,eth1/47
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1DE     ,inserted,106,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339542     ,inserted,106,eth1/29
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339566     ,inserted,106,eth1/31
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392Z4     ,inserted,106,eth1/30
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2234N0EH     ,inserted,106,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2233N1PW     ,inserted,106,eth1/50
,,,,removed,106,eth1/51
,,,,removed,106,eth1/52
,,,,removed,106,eth1/53
,,,,removed,106,eth1/54
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1HR     ,inserted,106,eth1/43
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955X     ,inserted,106,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339576     ,inserted,106,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233956P     ,inserted,106,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955J     ,inserted,106,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955E     ,inserted,106,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339563     ,inserted,106,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392Z1     ,inserted,106,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955G     ,inserted,106,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955Y     ,inserted,106,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955T     ,inserted,106,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233956Y     ,inserted,106,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339552     ,inserted,106,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955A     ,inserted,106,eth1/23
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954P     ,inserted,106,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233956V     ,inserted,106,eth1/25
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339572     ,inserted,106,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZE     ,inserted,106,eth1/27
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZJ     ,inserted,106,eth1/28
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZV     ,inserted,106,eth1/32
,,,,removed,106,eth1/33
,,,,removed,106,eth1/34
,,,,removed,106,eth1/35
,,,,removed,106,eth1/36
,,,,removed,106,eth1/37
,,,,removed,106,eth1/38
,,,,removed,106,eth1/39
,,,,removed,106,eth1/40
,,,,removed,106,eth1/41
,,,,removed,106,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339568     ,inserted,108,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZL     ,inserted,108,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZH     ,inserted,108,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UT     ,inserted,108,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZC     ,inserted,108,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UG     ,inserted,108,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339310     ,inserted,108,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UF     ,inserted,108,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954W     ,inserted,108,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930X     ,inserted,108,eth1/10
,,,,removed,108,eth1/43
,,,,removed,108,eth1/44
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1S0     ,inserted,108,eth1/45
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1RZ     ,inserted,108,eth1/46
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1RX     ,inserted,108,eth1/47
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1RT     ,inserted,108,eth1/48
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2234N0F5     ,inserted,108,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS2 ,FOF2233N1R9     ,inserted,108,eth1/50
,,,,removed,108,eth1/51
,,,,removed,108,eth1/52
,,,,removed,108,eth1/53
,,,,removed,108,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UE     ,inserted,108,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930U     ,inserted,108,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZK     ,inserted,108,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394V3     ,inserted,108,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339579     ,inserted,108,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954V     ,inserted,108,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339564     ,inserted,108,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955R     ,inserted,108,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392YX     ,inserted,108,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UJ     ,inserted,108,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955V     ,inserted,108,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954L     ,inserted,108,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339307     ,inserted,108,eth1/23
,,,,removed,108,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UC     ,inserted,108,eth1/25
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZB     ,inserted,108,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394V0     ,inserted,108,eth1/27
,,,,removed,108,eth1/28
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394U0     ,inserted,108,eth1/29
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UU     ,inserted,108,eth1/30
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZT     ,inserted,108,eth1/31
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394KS     ,inserted,108,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955B     ,inserted,108,eth1/33
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233954N     ,inserted,108,eth1/34
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339312     ,inserted,108,eth1/35
,,,,removed,108,eth1/36
,,,,removed,108,eth1/37
,,,,removed,108,eth1/38
,,,,removed,108,eth1/39
,,,,removed,108,eth1/40
,,,,removed,108,eth1/41
,,,,removed,108,eth1/42
,,,,removed,119,eth1/43
,,,,removed,119,eth1/44
,,,,removed,119,eth1/45
,,,,removed,119,eth1/46
,,,,removed,119,eth1/47
,,,,removed,119,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JJ     ,inserted,119,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3MX     ,inserted,119,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JW     ,inserted,119,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0J9     ,inserted,119,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JH     ,inserted,119,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0KC     ,inserted,119,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0J7     ,inserted,119,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JT     ,inserted,119,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3N0     ,inserted,119,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D50G     ,inserted,119,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0KB     ,inserted,119,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JZ     ,inserted,119,eth1/11
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1GS     ,inserted,119,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N037     ,inserted,119,eth1/50
,,,,removed,119,eth1/51
,,,,removed,119,eth1/52
,,,,removed,119,eth1/53
,,,,removed,119,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234796B6     ,inserted,119,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795U5     ,inserted,119,eth1/25
,,,,removed,119,eth1/27
,,,,removed,119,eth1/28
,,,,removed,119,eth1/29
,,,,removed,119,eth1/30
,,,,removed,119,eth1/31
,,,,removed,119,eth1/32
,,,,removed,119,eth1/33
,,,,removed,119,eth1/34
,,,,removed,119,eth1/35
,,,,removed,119,eth1/36
,,,,removed,119,eth1/37
,,,,removed,119,eth1/38
,,,,removed,119,eth1/39
,,,,removed,119,eth1/40
1000base-T,CISCO           ,SP7041-TE       ,MTC23030LHV     ,inserted,119,eth1/41
,,,,removed,119,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795SL     ,inserted,119,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795SX     ,inserted,119,eth1/23
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0K4     ,inserted,119,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JF     ,inserted,119,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D244     ,inserted,119,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3K3     ,inserted,119,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D7T3     ,inserted,119,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JC     ,inserted,119,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0JA     ,inserted,119,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D0KN     ,inserted,119,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3L6     ,inserted,119,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D243     ,inserted,119,eth1/20
,,,,unknown,113,eth1/23
,,,,unknown,113,eth1/28
,,,,unknown,113,eth1/29
,,,,unknown,113,eth1/30
,,,,unknown,113,eth1/31
,,,,unknown,113,eth1/32
,,,,unknown,113,eth1/33
,,,,unknown,113,eth1/34
,,,,unknown,113,eth1/35
,,,,unknown,113,eth1/36
,,,,unknown,113,eth1/37
,,,,unknown,113,eth1/38
,,,,unknown,113,eth1/39
,,,,unknown,113,eth1/40
,,,,unknown,113,eth1/41
,,,,unknown,113,eth1/42
,,,,unknown,113,eth1/16
,,,,unknown,113,eth1/18
,,,,unknown,113,eth1/14
,,,,unknown,113,eth1/13
,,,,unknown,113,eth1/17
,,,,unknown,113,eth1/15
,,,,unknown,113,eth1/19
,,,,unknown,113,eth1/12
,,,,unknown,113,eth1/11
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U3AA     ,inserted,113,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2123U04Y     ,inserted,113,eth1/50
,,,,removed,113,eth1/51
,,,,removed,113,eth1/52
,,,,removed,113,eth1/53
,,,,removed,113,eth1/54
,,,,unknown,113,eth1/43
,,,,unknown,113,eth1/44
,,,,unknown,113,eth1/45
,,,,unknown,113,eth1/46
,,,,unknown,113,eth1/47
,,,,unknown,113,eth1/48
,,,,unknown,113,eth1/1
,,,,unknown,113,eth1/2
,,,,unknown,113,eth1/3
,,,,unknown,113,eth1/22
,,,,unknown,113,eth1/24
,,,,unknown,113,eth1/26
,,,,unknown,113,eth1/27
,,,,unknown,113,eth1/25
,,,,unknown,113,eth1/10
,,,,unknown,113,eth1/9
,,,,unknown,113,eth1/8
,,,,unknown,113,eth1/6
,,,,unknown,113,eth1/7
,,,,unknown,113,eth1/5
,,,,unknown,113,eth1/4
,,,,unknown,113,eth1/21
,,,,unknown,113,eth1/20
,,,,removed,120,eth1/43
,,,,removed,120,eth1/44
,,,,removed,120,eth1/45
,,,,removed,120,eth1/46
,,,,removed,120,eth1/47
,,,,removed,120,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D248     ,inserted,120,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25C     ,inserted,120,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D238     ,inserted,120,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D267     ,inserted,120,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24R     ,inserted,120,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D26M     ,inserted,120,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23T     ,inserted,120,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23X     ,inserted,120,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24L     ,inserted,120,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D265     ,inserted,120,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D235     ,inserted,120,eth1/18
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N01Y     ,inserted,120,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N02U     ,inserted,120,eth1/50
,,,,removed,120,eth1/51
,,,,removed,120,eth1/52
,,,,removed,120,eth1/53
,,,,removed,120,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346979P     ,inserted,120,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346979L     ,inserted,120,eth1/25
,,,,removed,120,eth1/27
,,,,removed,120,eth1/28
,,,,removed,120,eth1/29
,,,,removed,120,eth1/30
,,,,removed,120,eth1/31
,,,,removed,120,eth1/32
,,,,removed,120,eth1/33
,,,,removed,120,eth1/34
,,,,removed,120,eth1/35
,,,,removed,120,eth1/36
,,,,removed,120,eth1/37
,,,,removed,120,eth1/38
,,,,removed,120,eth1/39
,,,,removed,120,eth1/40
,,,,removed,120,eth1/41
,,,,removed,120,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346925B     ,inserted,120,eth1/23
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD23479HNE     ,inserted,120,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D239     ,inserted,120,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D261     ,inserted,120,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D268     ,inserted,120,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23K     ,inserted,120,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25A     ,inserted,120,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D26N     ,inserted,120,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D258     ,inserted,120,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D260     ,inserted,120,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25K     ,inserted,120,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23G     ,inserted,120,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D241     ,inserted,120,eth1/14
,,,,removed,121,eth1/43
,,,,removed,121,eth1/44
,,,,removed,121,eth1/45
,,,,removed,121,eth1/46
,,,,removed,121,eth1/47
,,,,removed,121,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D259     ,inserted,121,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24T     ,inserted,121,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D22X     ,inserted,121,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24W     ,inserted,121,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D237     ,inserted,121,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24G     ,inserted,121,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24J     ,inserted,121,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D250     ,inserted,121,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25N     ,inserted,121,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25D     ,inserted,121,eth1/3
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1GD     ,inserted,121,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1GZ     ,inserted,121,eth1/50
,,,,removed,121,eth1/51
,,,,removed,121,eth1/52
,,,,removed,121,eth1/53
,,,,removed,121,eth1/54
,,,,removed,121,eth1/23
,,,,removed,121,eth1/24
,,,,removed,121,eth1/25
,,,,removed,121,eth1/26
,,,,removed,121,eth1/27
,,,,removed,121,eth1/28
,,,,removed,121,eth1/29
,,,,removed,121,eth1/30
,,,,removed,121,eth1/31
,,,,removed,121,eth1/32
,,,,removed,121,eth1/33
,,,,removed,121,eth1/34
,,,,removed,121,eth1/35
,,,,removed,121,eth1/36
,,,,removed,121,eth1/37
,,,,removed,121,eth1/38
,,,,removed,121,eth1/39
,,,,removed,121,eth1/40
1000base-T,CISCO           ,SP7041-TE       ,MTC23030GDT     ,inserted,121,eth1/41
,,,,removed,121,eth1/42
