type,sfpname,partnumber,serialnumber,state,switch,interface
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D230     ,inserted,121,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24Y     ,inserted,121,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D232     ,inserted,121,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D256     ,inserted,121,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25B     ,inserted,121,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25L     ,inserted,121,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25U     ,inserted,121,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D263     ,inserted,121,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25F     ,inserted,121,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24S     ,inserted,121,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24B     ,inserted,121,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D236     ,inserted,121,eth1/6
,,,,removed,122,eth1/43
,,,,removed,122,eth1/44
,,,,removed,122,eth1/45
,,,,removed,122,eth1/46
,,,,removed,122,eth1/47
,,,,removed,122,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24U     ,inserted,122,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23L     ,inserted,122,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23D     ,inserted,122,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D26L     ,inserted,122,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23F     ,inserted,122,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23U     ,inserted,122,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D242     ,inserted,122,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23V     ,inserted,122,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D255     ,inserted,122,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24K     ,inserted,122,eth1/4
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1H2     ,inserted,122,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1GM     ,inserted,122,eth1/50
,,,,removed,122,eth1/51
,,,,removed,122,eth1/52
,,,,removed,122,eth1/53
,,,,removed,122,eth1/54
,,,,removed,122,eth1/23
,,,,removed,122,eth1/24
,,,,removed,122,eth1/25
,,,,removed,122,eth1/26
,,,,removed,122,eth1/27
,,,,removed,122,eth1/28
,,,,removed,122,eth1/29
,,,,removed,122,eth1/30
,,,,removed,122,eth1/31
,,,,removed,122,eth1/32
,,,,removed,122,eth1/33
,,,,removed,122,eth1/34
,,,,removed,122,eth1/35
,,,,removed,122,eth1/36
,,,,removed,122,eth1/37
,,,,removed,122,eth1/38
,,,,removed,122,eth1/39
,,,,removed,122,eth1/40
,,,,removed,122,eth1/41
,,,,removed,122,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24X     ,inserted,122,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23C     ,inserted,122,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24V     ,inserted,122,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D266     ,inserted,122,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D26K     ,inserted,122,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25V     ,inserted,122,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D21J     ,inserted,122,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25J     ,inserted,122,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24P     ,inserted,122,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23Y     ,inserted,122,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23P     ,inserted,122,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D262     ,inserted,122,eth1/18
,,,,unknown,115,eth1/15
,,,,unknown,115,eth1/30
,,,,unknown,115,eth1/33
,,,,unknown,115,eth1/47
,,,,unknown,115,eth1/23
,,,,unknown,115,eth1/18
,,,,unknown,115,eth1/41
,,,,removed,115,eth1/51
,,,,unknown,115,eth1/46
,,,,unknown,115,eth1/24
,,,,removed,115,eth1/52
,,,,unknown,115,eth1/45
,,,,unknown,115,eth1/27
,,,,unknown,115,eth1/22
,,,,unknown,115,eth1/39
,,,,unknown,115,eth1/43
,,,,unknown,115,eth1/21
,,,,unknown,115,eth1/6
,,,,unknown,115,eth1/16
,,,,unknown,115,eth1/32
,,,,unknown,115,eth1/9
,,,,unknown,115,eth1/20
,,,,unknown,115,eth1/28
,,,,unknown,115,eth1/5
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U2KZ     ,inserted,115,eth1/49
QSFP-40GE-LR4,CISCO-FINISAR   ,FTL4C1QE1C-C5   ,FNS212303KK     ,inserted,115,eth1/50
,,,,unknown,115,eth1/13
,,,,removed,115,eth1/53
,,,,unknown,115,eth1/19
,,,,unknown,115,eth1/3
,,,,unknown,115,eth1/1
,,,,unknown,115,eth1/2
,,,,unknown,115,eth1/38
,,,,unknown,115,eth1/34
,,,,unknown,115,eth1/11
,,,,unknown,115,eth1/44
,,,,unknown,115,eth1/35
,,,,unknown,115,eth1/48
,,,,unknown,115,eth1/36
,,,,unknown,115,eth1/4
,,,,unknown,115,eth1/37
,,,,unknown,115,eth1/12
,,,,unknown,115,eth1/8
,,,,unknown,115,eth1/42
,,,,unknown,115,eth1/29
,,,,unknown,115,eth1/10
,,,,unknown,115,eth1/14
,,,,unknown,115,eth1/7
,,,,removed,115,eth1/54
,,,,unknown,115,eth1/26
,,,,unknown,115,eth1/25
,,,,unknown,115,eth1/17
,,,,unknown,115,eth1/40
,,,,unknown,115,eth1/31
1000base-T,CISCO           ,SP7041-TE       ,MTC23030JGJ     ,inserted,123,eth1/43
,,,,removed,123,eth1/44
,,,,removed,123,eth1/45
unknown,,,,inserted,123,eth1/46
,,,,removed,123,eth1/47
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346925R     ,inserted,123,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346925P     ,inserted,123,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795TR     ,inserted,123,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234693TD     ,inserted,123,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D257     ,inserted,123,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D233     ,inserted,123,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25G     ,inserted,123,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25Z     ,inserted,123,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23J     ,inserted,123,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25Y     ,inserted,123,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23W     ,inserted,123,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23H     ,inserted,123,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D246     ,inserted,123,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D264     ,inserted,123,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23R     ,inserted,123,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23E     ,inserted,123,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D254     ,inserted,123,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24A     ,inserted,123,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25X     ,inserted,123,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24F     ,inserted,123,eth1/5
,,,,removed,123,eth1/49
,,,,removed,123,eth1/50
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N00M     ,inserted,123,eth1/51
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N00D     ,inserted,123,eth1/52
,,,,removed,123,eth1/53
,,,,removed,123,eth1/54
,CISCO-AVAGO     ,SBCU-5740ARZ-CS1,AVC2106227C     ,removed,123,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2333D16R     ,inserted,123,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3MW     ,inserted,123,eth1/22
,,,,removed,123,eth1/23
,,,,removed,123,eth1/24
,,,,removed,123,eth1/25
,,,,removed,123,eth1/26
,,,,removed,123,eth1/27
,,,,removed,123,eth1/28
,,,,removed,123,eth1/29
,,,,removed,123,eth1/30
,,,,removed,123,eth1/31
,,,,removed,123,eth1/32
,,,,removed,123,eth1/33
,,,,removed,123,eth1/34
,,,,removed,123,eth1/35
,,,,removed,123,eth1/36
,,,,removed,123,eth1/37
,,,,removed,123,eth1/38
,,,,removed,123,eth1/39
,,,,removed,123,eth1/40
1000base-T,CISCO           ,SP7041-TE       ,MTC23030GDE     ,inserted,123,eth1/41
1000base-T,CISCO           ,SP7041-TE       ,MTC23030LLX     ,inserted,123,eth1/42
,,,,unknown,114,eth1/11
,,,,unknown,114,eth1/12
,,,,unknown,114,eth1/13
,,,,unknown,114,eth1/14
,,,,unknown,114,eth1/15
,,,,unknown,114,eth1/16
,,,,unknown,114,eth1/17
,,,,unknown,114,eth1/18
,,,,unknown,114,eth1/19
,,,,unknown,114,eth1/20
,,,,unknown,114,eth1/37
,,,,unknown,114,eth1/38
,,,,unknown,114,eth1/39
,,,,unknown,114,eth1/40
,,,,unknown,114,eth1/41
,,,,unknown,114,eth1/42
,,,,unknown,114,eth1/43
,,,,unknown,114,eth1/44
,,,,unknown,114,eth1/45
,,,,unknown,114,eth1/46
,,,,unknown,114,eth1/47
,,,,unknown,114,eth1/48
,,,,unknown,114,eth1/1
,,,,unknown,114,eth1/6
,,,,unknown,114,eth1/2
,,,,unknown,114,eth1/7
,,,,unknown,114,eth1/8
,,,,unknown,114,eth1/4
,,,,unknown,114,eth1/9
,,,,unknown,114,eth1/5
,,,,unknown,114,eth1/10
,,,,unknown,114,eth1/3
,,,,unknown,114,eth1/21
,,,,unknown,114,eth1/22
,,,,unknown,114,eth1/23
,,,,unknown,114,eth1/24
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM1925U3FT     ,inserted,114,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U3AB     ,inserted,114,eth1/50
,,,,removed,114,eth1/51
,,,,removed,114,eth1/52
,,,,removed,114,eth1/53
,,,,removed,114,eth1/54
,,,,unknown,114,eth1/25
,,,,unknown,114,eth1/26
,,,,unknown,114,eth1/27
,,,,unknown,114,eth1/28
,,,,unknown,114,eth1/29
,,,,unknown,114,eth1/30
,,,,unknown,114,eth1/31
,,,,unknown,114,eth1/32
,,,,unknown,114,eth1/33
,,,,unknown,114,eth1/34
,,,,unknown,114,eth1/35
,,,,unknown,114,eth1/36
,,,,unknown,116,eth1/46
,,,,unknown,116,eth1/24
,,,,removed,116,eth1/52
,,,,unknown,116,eth1/45
,,,,unknown,116,eth1/27
,,,,unknown,116,eth1/22
,,,,unknown,116,eth1/39
,,,,unknown,116,eth1/43
,,,,unknown,116,eth1/21
,,,,unknown,116,eth1/6
,,,,unknown,116,eth1/16
,,,,unknown,116,eth1/13
,,,,removed,116,eth1/53
,,,,unknown,116,eth1/19
,,,,unknown,116,eth1/3
,,,,unknown,116,eth1/1
,,,,unknown,116,eth1/2
,,,,unknown,116,eth1/15
,,,,unknown,116,eth1/30
,,,,unknown,116,eth1/33
,,,,unknown,116,eth1/47
,,,,unknown,116,eth1/23
,,,,unknown,116,eth1/18
,,,,unknown,116,eth1/41
,,,,removed,116,eth1/51
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2123U054     ,inserted,116,eth1/49
QSFP-40GE-LR4,CISCO-FINISAR   ,FTL4C1QE1C-C5   ,FNS212303P6     ,inserted,116,eth1/50
,,,,unknown,116,eth1/38
,,,,unknown,116,eth1/34
,,,,unknown,116,eth1/11
,,,,unknown,116,eth1/44
,,,,unknown,116,eth1/35
,,,,unknown,116,eth1/48
,,,,unknown,116,eth1/36
,,,,unknown,116,eth1/4
,,,,unknown,116,eth1/37
,,,,unknown,116,eth1/12
,,,,unknown,116,eth1/8
,,,,unknown,116,eth1/42
,,,,unknown,116,eth1/29
,,,,unknown,116,eth1/10
,,,,unknown,116,eth1/14
,,,,unknown,116,eth1/7
,,,,removed,116,eth1/54
,,,,unknown,116,eth1/26
,,,,unknown,116,eth1/25
,,,,unknown,116,eth1/17
,,,,unknown,116,eth1/40
,,,,unknown,116,eth1/31
,,,,unknown,116,eth1/32
,,,,unknown,116,eth1/9
,,,,unknown,116,eth1/20
,,,,unknown,116,eth1/28
,,,,unknown,116,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG98     ,inserted,117,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG93     ,inserted,117,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9X     ,inserted,117,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9W     ,inserted,117,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG2G     ,inserted,117,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9E     ,inserted,117,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1U     ,inserted,117,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9F     ,inserted,117,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGA2     ,inserted,117,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGBL     ,inserted,117,eth1/10
,,,,removed,117,eth1/43
,,,,removed,117,eth1/44
,,,,removed,117,eth1/45
,,,,removed,117,eth1/46
,,,,removed,117,eth1/47
,,,,removed,117,eth1/48
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U54K     ,inserted,117,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U5C1     ,inserted,117,eth1/50
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U5EX     ,inserted,117,eth1/51
,,,,removed,117,eth1/52
,,,,removed,117,eth1/53
,,,,removed,117,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGAF     ,inserted,117,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG8U     ,inserted,117,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGBZ     ,inserted,117,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9Z     ,inserted,117,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG99     ,inserted,117,eth1/15
,,,,removed,117,eth1/16
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8PF    ,inserted,117,eth1/17
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8P8    ,inserted,117,eth1/18
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8PH    ,inserted,117,eth1/19
,,,,removed,117,eth1/20
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94RD    ,inserted,117,eth1/21
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94TP    ,inserted,117,eth1/22
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT90H    ,inserted,117,eth1/23
,,,,removed,117,eth1/24
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94Y2    ,inserted,117,eth1/25
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT937    ,inserted,117,eth1/26
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8N3    ,inserted,117,eth1/27
,,,,removed,117,eth1/28
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94RC    ,inserted,117,eth1/29
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94RM    ,inserted,117,eth1/30
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94P1    ,inserted,117,eth1/31
,,,,removed,117,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9C     ,inserted,117,eth1/33
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9M     ,inserted,117,eth1/34
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGA9     ,inserted,117,eth1/35
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGAZ     ,inserted,117,eth1/36
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGAD     ,inserted,117,eth1/37
,,,,removed,117,eth1/38
,,,,removed,117,eth1/39
,,,,removed,117,eth1/40
,,,,removed,117,eth1/41
,,,,removed,117,eth1/42
1000base-T,CISCO           ,SP7041-TE       ,MTC23030JH9     ,inserted,124,eth1/43
,,,,removed,124,eth1/44
,,,,removed,124,eth1/45
unknown,,,,inserted,124,eth1/46
,,,,removed,124,eth1/47
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD23469250     ,inserted,124,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD23469240     ,inserted,124,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234796B5     ,inserted,124,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234693T7     ,inserted,124,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25T     ,inserted,124,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25R     ,inserted,124,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D21G     ,inserted,124,eth1/10
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25S     ,inserted,124,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25M     ,inserted,124,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D25P     ,inserted,124,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24H     ,inserted,124,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24E     ,inserted,124,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24D     ,inserted,124,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D24C     ,inserted,124,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D21E     ,inserted,124,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D240     ,inserted,124,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D247     ,inserted,124,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D23Z     ,inserted,124,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D245     ,inserted,124,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D249     ,inserted,124,eth1/7
,,,,removed,124,eth1/49
,,,,removed,124,eth1/50
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N02W     ,inserted,124,eth1/51
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N036     ,inserted,124,eth1/52
,,,,removed,124,eth1/53
,,,,removed,124,eth1/54
,CISCO-AVAGO     ,SBCU-5740ARZ-CS1,AVC2106227L     ,removed,124,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2333D18Y     ,inserted,124,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2332D3L5     ,inserted,124,eth1/22
,,,,removed,124,eth1/23
,,,,removed,124,eth1/24
,,,,removed,124,eth1/25
,,,,removed,124,eth1/26
,,,,removed,124,eth1/27
,,,,removed,124,eth1/28
,,,,removed,124,eth1/29
,,,,removed,124,eth1/30
,,,,removed,124,eth1/31
,,,,removed,124,eth1/32
,,,,removed,124,eth1/33
,,,,removed,124,eth1/34
,,,,removed,124,eth1/35
,,,,removed,124,eth1/36
,,,,removed,124,eth1/37
,,,,removed,124,eth1/38
,,,,removed,124,eth1/39
,,,,removed,124,eth1/40
1000base-T,CISCO           ,SP7041-TE       ,MTC23030LMY     ,inserted,124,eth1/41
1000base-T,CISCO           ,SP7041-TE       ,MTC23030F3C     ,inserted,124,eth1/42
,,,,removed,125,eth1/5
,,,,removed,125,eth1/6
,,,,removed,125,eth1/7
,,,,removed,125,eth1/8
,,,,removed,125,eth1/9
,,,,removed,125,eth1/10
,,,,removed,125,eth1/43
,,,,removed,125,eth1/44
,,,,removed,125,eth1/45
,,,,removed,125,eth1/46
,,,,removed,125,eth1/47
,,,,removed,125,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234693SS     ,inserted,125,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234692SD     ,inserted,125,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2346926S     ,inserted,125,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795UA     ,inserted,125,eth1/1
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N04U     ,inserted,125,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N004     ,inserted,125,eth1/50
,,,,removed,125,eth1/51
,,,,removed,125,eth1/52
,,,,removed,125,eth1/53
,,,,removed,125,eth1/54
,,,,removed,125,eth1/11
,,,,removed,125,eth1/12
,,,,removed,125,eth1/13
,,,,removed,125,eth1/14
,,,,removed,125,eth1/15
,,,,removed,125,eth1/16
,,,,removed,125,eth1/17
,,,,removed,125,eth1/18
,,,,removed,125,eth1/19
,,,,removed,125,eth1/20
,,,,removed,125,eth1/21
,,,,removed,125,eth1/22
,,,,removed,125,eth1/23
,,,,removed,125,eth1/24
,,,,removed,125,eth1/25
,,,,removed,125,eth1/26
,,,,removed,125,eth1/27
,,,,removed,125,eth1/28
,,,,removed,125,eth1/29
,,,,removed,125,eth1/30
,,,,removed,125,eth1/31
,,,,removed,125,eth1/32
,,,,removed,125,eth1/33
,,,,removed,125,eth1/34
,,,,removed,125,eth1/35
,,,,removed,125,eth1/36
,,,,removed,125,eth1/37
,,,,removed,125,eth1/38
,,,,removed,125,eth1/39
,,,,removed,125,eth1/40
,,,,removed,125,eth1/41
,,,,removed,125,eth1/42
,,,,removed,126,eth1/5
,,,,removed,126,eth1/6
,,,,removed,126,eth1/7
,,,,removed,126,eth1/8
,,,,removed,126,eth1/9
,,,,removed,126,eth1/10
,,,,removed,126,eth1/43
,,,,removed,126,eth1/44
,,,,removed,126,eth1/45
,,,,removed,126,eth1/46
,,,,removed,126,eth1/47
,,,,removed,126,eth1/48
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795SN     ,inserted,126,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234796C9     ,inserted,126,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD23479CGX     ,inserted,126,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD234795UH     ,inserted,126,eth1/1
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N1BR     ,inserted,126,eth1/49
QSFP-40/100-SRBD,CISCO-FOIT      ,SFBR-89BDDZ-CS3 ,FTF2342N03U     ,inserted,126,eth1/50
,,,,removed,126,eth1/51
,,,,removed,126,eth1/52
,,,,removed,126,eth1/53
,,,,removed,126,eth1/54
,,,,removed,126,eth1/11
