creation_date,creation_time,events_code,description,severity,cause,affected
2020-12-27,00:00:03.023,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:00:08.108,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:00:10.179,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:00:10.180,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:00:18.029,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:00:22.126,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:00:35.395,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:00:35.397,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:00:35.398,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:01:19.488,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:01:35.451,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:01:45.045,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:01:45.046,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:01:45.079,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:01:50.158,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:01:50.207,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:01:56.402,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:01:56.406,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:01:56.415,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:02:00.066,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:04.010,E4215060,ActiveUserSession GZ_TeB_2TGWhG5s1ujCp5A== deleted,info,transition,uni/usersessext/actsession-GZ_TeB_2TGWhG5s1ujCp5A==
2020-12-27,00:02:04.010,E4215060,ActiveUserSession xwzoejpMTVulqa5ffi4vcQ== deleted,info,transition,uni/usersessext/actsession-xwzoejpMTVulqa5ffi4vcQ==
2020-12-27,00:02:05.149,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:09.069,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:12.993,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:02:13.145,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:15.069,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:20.154,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:02:40.221,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:02:40.222,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:03:17.423,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:03:17.425,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:03:17.427,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:03:42.087,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:03:42.087,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:03:42.118,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:03:46.190,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:03:57.112,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:03:59.780,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:04:00.180,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:04:05.489,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:04:12.114,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:04:15.195,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:04:20.250,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:04:38.435,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:04:38.440,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:04:38.441,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:04:53.044,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:05:09.133,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:10.260,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:05:10.263,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:05:12.202,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:36.135,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:36.135,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:36.164,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:41.252,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:51.152,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:55.268,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:05:56.682,E4215058,ActiveUserSession FrPoVJKpTt+s8swaOGOLdA== created,info,transition,uni/usersessext/actsession-FrPoVJKpTt+s8swaOGOLdA==
2020-12-27,00:05:57.295,E4215058,ActiveUserSession RxqFkttPSZuXtJmoOwyNsA== created,info,transition,uni/usersessext/actsession-RxqFkttPSZuXtJmoOwyNsA==
2020-12-27,00:05:59.451,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:05:59.455,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:05:59.456,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:06:06.152,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:06:11.234,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:06:39.571,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:06:39.998,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:07:33.080,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:07:33.172,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:33.173,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:33.204,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:33.511,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:07:38.296,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:48.195,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:52.278,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:07:59.843,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:08:00.269,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:08:03.196,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:08:04.132,E4215060,ActiveUserSession VTKsiYqaTWeXQhEk_ewC5w== deleted,info,transition,uni/usersessext/actsession-VTKsiYqaTWeXQhEk_ewC5w==
2020-12-27,00:08:08.278,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:08:09.198,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:08:14.273,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:19.619,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:09:20.329,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:09:30.216,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:30.216,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:30.241,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:35.315,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:45.236,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:48.306,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:09:53.316,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:09:53.318,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:10:00.235,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:10:03.305,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:10:13.130,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:11:00.359,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:11:00.363,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:11:09.268,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:12.339,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:14.510,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:11:14.515,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:11:14.516,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:11:24.258,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:24.258,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:24.285,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:27.361,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:39.278,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:44.344,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:54.277,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:59.334,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:11:59.909,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:12:20.734,E4215058,ActiveUserSession _f3FfKBBS2O1f2pSDSNr4Q== created,info,transition,uni/usersessext/actsession-_f3FfKBBS2O1f2pSDSNr4Q==
2020-12-27,00:12:25.623,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:12:35.532,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:12:35.533,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:12:53.168,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:13:21.300,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:21.301,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:21.329,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:26.401,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:30.399,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:13:30.400,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:13:36.321,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:40.394,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:51.320,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:54.390,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:13:56.546,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:13:56.556,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:13:56.557,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:14:09.332,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:14:12.397,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:14:39.704,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:14:55.665,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:15:10.425,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:15:15.344,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:15.344,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:15.376,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:17.563,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:15:17.564,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:15:17.569,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:15:20.452,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:30.364,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:33.214,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:15:35.446,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:45.364,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:15:48.444,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,00:16:00.442,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:16:00.443,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:16:04.295,E4215060,ActiveUserSession FrPoVJKpTt+s8swaOGOLdA== deleted,info,transition,uni/usersessext/actsession-FrPoVJKpTt+s8swaOGOLdA==
2020-12-27,00:16:04.295,E4215060,ActiveUserSession RxqFkttPSZuXtJmoOwyNsA== deleted,info,transition,uni/usersessext/actsession-RxqFkttPSZuXtJmoOwyNsA==
2020-12-27,00:16:38.582,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,00:16:38.583,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,00:16:38.583,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,00:17:09.382,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
