creation_date,creation_time,fault_code,description,severity,cause,affected
2020-12-27,11:16:15.423,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:15:32.869,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:15:12.445,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:11:36.807,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 7 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,11:11:23.831,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 19 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:11:23.791,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,11:11:09.385,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:11:09.380,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:10:33.792,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 47 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,11:10:20.822,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:10:20.782,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 34 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,11:06:17.796,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 25 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:06:17.791,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:06:06.338,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:06:06.333,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:01:08.747,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:01:08.743,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:01:03.289,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,11:01:03.284,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:56:30.674,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 9 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:56:30.669,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 13 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:56:08.667,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:56:08.661,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 10 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:56:05.702,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:56:05.698,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:55:57.245,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:55:57.241,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:50:59.683,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:50:59.678,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:50:54.192,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:50:54.187,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:50:23.300,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-107/sys/phys-[eth1/11]
2020-12-27,10:46:31.070,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-227/sys/phys-[eth1/21]
2020-12-27,10:46:24.573,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 9 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:46:02.573,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:46:02.567,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 34 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:45:53.609,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:45:53.605,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:45:48.144,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 31 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:45:48.140,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:45:30.122,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 17 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-227/sys/phys-[eth1/21]
2020-12-27,10:45:21.560,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 47 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:40:47.563,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:40:47.558,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:40:42.126,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 31 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:40:42.121,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:36:39.049,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:35:41.517,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:35:41.512,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:35:36.040,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:31:53.433,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:31:32.470,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:31:30.000,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:31:12.441,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 9 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:31:12.435,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 13 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:30:50.424,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 10 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:30:32.459,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:30:29.991,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:26:26.421,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:26:23.953,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:25:23.413,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:25:20.944,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:22:09.379,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 7 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:21:41.339,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:21:17.385,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 26 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:21:17.380,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 2 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:21:14.900,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 31 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:21:06.340,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 48 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:20:38.331,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 34 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:20:11.924,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 1 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:16:14.349,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:16:14.345,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:16:08.863,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 29 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:16:08.858,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:11:08.292,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:11:08.288,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:11:05.815,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:11:05.811,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:07:00.204,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 9 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:06:59.563,F606434,[FSM:FAILED]: Update Adrelay on LLDP discovery(TASK:ifc:policyelem:LldpIfLldpDiscovery),cleared,fsm-failed,topology/pod-1/node-201/sys/lldp/inst/if-[eth1/2]
2020-12-27,10:06:48.213,F606434,[FSM:FAILED]: Update Adrelay on LLDP discovery(TASK:ifc:policyelem:LldpIfLldpDiscovery),cleared,fsm-failed,topology/pod-1/node-202/sys/lldp/inst/if-[eth1/2]
2020-12-27,10:06:35.210,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:06:35.204,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 10 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:06:05.247,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 24 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:06:05.241,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:06:02.768,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 30 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:06:02.763,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:05:57.193,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 13 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,10:00:59.718,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 29 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:00:59.714,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-119/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:00:59.224,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 18 raised above threshold 10,warning,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,10:00:59.220,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 0 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-120/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-CA/epg-EPG-CA-GENETEC-VL1784]
2020-12-27,09:56:48.110,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 9 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-122/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
2020-12-27,09:56:29.127,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 8 fell below threshold 10,cleared,threshold-crossed,topology/pod-1/node-121/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-CCTV/ap-T2/epg-EPG-T2-GENETEC-VL1790]
