last_transition_time,last_transition_date,fault_code,description,severity,DN,creation_date,creation_time
16:06:30.754+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14607 raised above threshold 10000,warning,topology/pod-1/node-102/sys/inst-overlay-1/rtd-[eth1/57]/fault-F110176,2020-09-03,22:15:32.015+00:00
16:21:12.942+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-102/sys/inst-overlay-1/rtd-[eth1/57]/fault-F112128,2020-09-03,22:15:32.017+00:00
16:30:40.012+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 21985 raised above threshold 10000,warning,topology/pod-1/node-102/sys/inst-overlay-1/rtd-[eth1/53]/fault-F110176,2020-09-03,22:15:32.028+00:00
16:21:12.965+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-102/sys/inst-overlay-1/rtd-[eth1/53]/fault-F112128,2020-09-03,22:15:32.031+00:00
22:18:07.573+00:00,2020-09-03,F1360,"Operational state is down, reason:Unspecified",warning,topology/pod-1/node-102/sys/coop/inst/dom-overlay-1/oracle-[10.0.40.65/32]/fault-F1360,2020-09-03,22:15:53.723+00:00
16:30:39.955+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 18592 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-web]/fault-F110344,2020-09-05,08:34:56.092+00:00
16:10:42.774+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-web]/fault-F112296,2020-09-05,08:34:56.094+00:00
16:30:39.964+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 18788 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Chaos/epg-Web]/fault-F110344,2020-09-05,08:34:56.146+00:00
16:10:42.757+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Chaos/epg-Web]/fault-F112296,2020-09-05,08:34:56.148+00:00
16:30:40.133+00:00,2020-09-05,F381328,TCA: CRC Align Errors current value(eqptIngrErrPkts5min:crcLast) value 0% fell below threshold 1%,cleared,topology/pod-1/node-102/sys/aggr-[po4]/fault-F381328,2020-09-05,08:34:56.339+00:00
16:26:28.066+00:00,2020-09-05,F100480,TCA: Ingress Error Drop Packets rate(eqptIngrDropPkts5min:errorRate) value 11 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po4]/fault-F100480,2020-09-05,08:34:56.344+00:00
16:01:15.924+00:00,2020-09-05,F100264,TCA: Ingress Buffer Drop Packets rate(eqptIngrDropPkts5min:bufferRate) value 14 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po4]/fault-F100264,2020-09-05,08:34:56.349+00:00
16:21:13.222+00:00,2020-09-05,F100696,TCA: Ingress Forwarding Drop Packets rate(eqptIngrDropPkts5min:forwardingRate) value 15 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po4]/fault-F100696,2020-09-05,08:34:56.355+00:00
16:30:40.123+00:00,2020-09-05,F96976,TCA: Egress Error Drop Packets rate(eqptEgrDropPkts5min:errorRate) value 6 fell below threshold 10,cleared,topology/pod-1/node-102/sys/aggr-[po4]/fault-F96976,2020-09-05,08:34:56.367+00:00
16:30:40.113+00:00,2020-09-05,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 6 fell below threshold 10,cleared,topology/pod-1/node-102/sys/aggr-[po4]/fault-F96760,2020-09-05,08:34:56.378+00:00
16:30:40.233+00:00,2020-09-05,F381328,TCA: CRC Align Errors current value(eqptIngrErrPkts5min:crcLast) value 2% raised above threshold 1%,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F381328,2020-09-05,05:37:27.271+00:00
16:21:13.260+00:00,2020-09-05,F100480,TCA: Ingress Error Drop Packets rate(eqptIngrDropPkts5min:errorRate) value 17 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F100480,2020-09-05,05:37:27.275+00:00
16:01:15.968+00:00,2020-09-05,F100264,TCA: Ingress Buffer Drop Packets rate(eqptIngrDropPkts5min:bufferRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F100264,2020-09-05,05:37:27.279+00:00
16:01:15.974+00:00,2020-09-05,F100696,TCA: Ingress Forwarding Drop Packets rate(eqptIngrDropPkts5min:forwardingRate) value 16 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F100696,2020-09-05,05:37:27.285+00:00
16:25:25.006+00:00,2020-09-05,F96976,TCA: Egress Error Drop Packets rate(eqptEgrDropPkts5min:errorRate) value 11 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F96976,2020-09-05,05:37:27.300+00:00
16:26:27.959+00:00,2020-09-05,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 10 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po1]/fault-F96760,2020-09-05,05:37:27.312+00:00
16:30:40.283+00:00,2020-09-05,F381328,TCA: CRC Align Errors current value(eqptIngrErrPkts5min:crcLast) value 4% raised above threshold 1%,warning,topology/pod-1/node-102/sys/aggr-[po3]/fault-F381328,2020-09-05,08:34:56.534+00:00
16:30:40.288+00:00,2020-09-05,F100480,TCA: Ingress Error Drop Packets rate(eqptIngrDropPkts5min:errorRate) value 1 fell below threshold 10,cleared,topology/pod-1/node-102/sys/aggr-[po3]/fault-F100480,2020-09-05,08:34:56.548+00:00
16:30:40.321+00:00,2020-09-05,F100264,TCA: Ingress Buffer Drop Packets rate(eqptIngrDropPkts5min:bufferRate) value 11 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po3]/fault-F100264,2020-09-05,08:34:56.552+00:00
16:21:13.360+00:00,2020-09-05,F100696,TCA: Ingress Forwarding Drop Packets rate(eqptIngrDropPkts5min:forwardingRate) value 11 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po3]/fault-F100696,2020-09-05,08:34:56.556+00:00
16:30:40.331+00:00,2020-09-05,F96976,TCA: Egress Error Drop Packets rate(eqptEgrDropPkts5min:errorRate) value 18 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po3]/fault-F96976,2020-09-05,08:34:56.567+00:00
16:30:40.316+00:00,2020-09-05,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 1 fell below threshold 10,cleared,topology/pod-1/node-102/sys/aggr-[po3]/fault-F96760,2020-09-05,08:34:56.578+00:00
16:15:57.823+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14072 raised above threshold 10000,warning,topology/pod-1/node-102/sys/inst-overlay-1/bd-[vxlan-16777209]/svi-[vlan32]/fault-F110176,2020-09-04,09:26:37.050+00:00
15:56:00.735+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 14 raised above threshold 10,warning,topology/pod-1/node-102/sys/inst-overlay-1/bd-[vxlan-16777209]/svi-[vlan32]/fault-F112128,2020-09-04,09:26:37.052+00:00
16:30:40.077+00:00,2020-09-05,F381328,TCA: CRC Align Errors current value(eqptIngrErrPkts5min:crcLast) value 0% fell below threshold 1%,cleared,topology/pod-1/node-102/sys/aggr-[po6]/fault-F381328,2020-09-05,08:34:56.434+00:00
16:15:57.919+00:00,2020-09-05,F100480,TCA: Ingress Error Drop Packets rate(eqptIngrDropPkts5min:errorRate) value 22 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po6]/fault-F100480,2020-09-05,08:34:56.439+00:00
16:25:25.047+00:00,2020-09-05,F100264,TCA: Ingress Buffer Drop Packets rate(eqptIngrDropPkts5min:bufferRate) value 17 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po6]/fault-F100264,2020-09-05,08:34:56.445+00:00
16:01:15.755+00:00,2020-09-05,F100696,TCA: Ingress Forwarding Drop Packets rate(eqptIngrDropPkts5min:forwardingRate) value 21 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po6]/fault-F100696,2020-09-05,08:34:56.450+00:00
16:15:57.930+00:00,2020-09-05,F96976,TCA: Egress Error Drop Packets rate(eqptEgrDropPkts5min:errorRate) value 13 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po6]/fault-F96976,2020-09-05,08:34:56.465+00:00
16:21:13.064+00:00,2020-09-05,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po6]/fault-F96760,2020-09-05,08:34:56.476+00:00
16:30:40.210+00:00,2020-09-05,F381328,TCA: CRC Align Errors current value(eqptIngrErrPkts5min:crcLast) value 4% raised above threshold 1%,warning,topology/pod-1/node-102/sys/aggr-[po5]/fault-F381328,2020-09-05,08:34:56.241+00:00
16:15:58.106+00:00,2020-09-05,F100480,TCA: Ingress Error Drop Packets rate(eqptIngrDropPkts5min:errorRate) value 11 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po5]/fault-F100480,2020-09-05,08:34:56.248+00:00
16:21:13.148+00:00,2020-09-05,F100264,TCA: Ingress Buffer Drop Packets rate(eqptIngrDropPkts5min:bufferRate) value 17 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po5]/fault-F100264,2020-09-05,08:34:56.255+00:00
16:30:40.185+00:00,2020-09-05,F100696,TCA: Ingress Forwarding Drop Packets rate(eqptIngrDropPkts5min:forwardingRate) value 2 fell below threshold 10,cleared,topology/pod-1/node-102/sys/aggr-[po5]/fault-F100696,2020-09-05,08:34:56.264+00:00
16:26:28.033+00:00,2020-09-05,F96976,TCA: Egress Error Drop Packets rate(eqptEgrDropPkts5min:errorRate) value 10 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po5]/fault-F96976,2020-09-05,08:34:56.279+00:00
15:56:00.971+00:00,2020-09-05,F96760,TCA: Egress Buffer Drop Packets rate(eqptEgrDropPkts5min:bufferRate) value 18 raised above threshold 10,warning,topology/pod-1/node-102/sys/aggr-[po5]/fault-F96760,2020-09-05,08:34:56.291+00:00
05:38:29.153+00:00,2020-09-05,F1449,Failed to resolve Vrfname for destination 192.168.1.100 of group snmp on node 102 (leaf-2) of pod 1,minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/fabric/snmpgroup-snmp/trapdest-192.168.1.100-port-162/fault-F1449,2020-09-05,05:36:25.382+00:00
05:38:29.153+00:00,2020-09-05,F1449,Failed to resolve Vrfname for destination 192.168.2.100 of group snmp on node 102 (leaf-2) of pod 1,minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/fabric/snmpgroup-snmp/trapdest-192.168.2.100-port-162/fault-F1449,2020-09-05,05:36:25.385+00:00
05:38:59.154+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-3Tier/ap-test-anp/epg-test-epg due to VRF Not Present, debug message: ",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-3Tier/ap-test-anp/epg-test-epg]/nwissues/fault-F0467,2020-09-05,05:36:31.631+00:00
05:38:59.154+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_blade-Desa-Intel node 102 PG_VPC_LIMRACDB01 due to Invalid VLAN Configuration, debug message: invalid-vlan: vlan-3073 :Either the EpG is not associated with a domain or the domain does not have this vlan assigned to it;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_blade-Desa-Intel]/node-102/stpathatt-[PG_VPC_LIMRACDB01]/nwissues/fault-F0467,2020-09-05,05:36:31.672+00:00
05:38:59.154+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_blade-Desa-LINUX node 102 PG_VPC_LIMRACDB01 due to Invalid VLAN Configuration, debug message: invalid-vlan: vlan-3074 :Either the EpG is not associated with a domain or the domain does not have this vlan assigned to it;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_blade-Desa-LINUX]/node-102/stpathatt-[PG_VPC_LIMRACDB01]/nwissues/fault-F0467,2020-09-05,05:36:31.734+00:00
16:01:15.693+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 11339 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Power_Up/epg-Database]/fault-F110344,2020-09-05,08:34:56.117+00:00
16:15:57.810+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Power_Up/epg-Database]/fault-F112296,2020-09-05,08:34:56.119+00:00
16:21:12.911+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13391 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/svi-[vlan14]/fault-F110176,2020-09-03,22:16:35.054+00:00
15:50:45.598+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/svi-[vlan14]/fault-F112128,2020-09-03,22:16:35.056+00:00
05:38:29.153+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG node 102 Heroes_FI-2B due to Invalid Path Configuration, debug message: invalid-path: Either the EpG is not associated with a domain or the domain does not have this interface assigned to it;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG]/node-102/stpathatt-[Heroes_FI-2B]/nwissues/fault-F0467,2020-09-05,05:36:28.671+00:00
05:38:29.153+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG node 102 Heroes_FI-2A due to Invalid Path Configuration, debug message: invalid-path: Either the EpG is not associated with a domain or the domain does not have this interface assigned to it;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG]/node-102/stpathatt-[Heroes_FI-2A]/nwissues/fault-F0467,2020-09-05,05:36:28.674+00:00
05:38:59.154+00:00,2020-09-05,F0467,"Configuration failed for uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_LAN_PCvirtual_NOC node 102 PG_VPC_LIMRACDB01 due to Invalid VLAN Configuration, debug message: invalid-vlan: vlan-3076 :Either the EpG is not associated with a domain or the domain does not have this vlan assigned to it;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-TN_CLARO_IT/ap-AP_CLARO_IT/epg-EPG_LAN_PCvirtual_NOC]/node-102/stpathatt-[PG_VPC_LIMRACDB01]/nwissues/fault-F0467,2020-09-05,05:36:31.148+00:00
16:21:12.994+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 11365 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-122]/fault-F110176,2020-09-05,08:34:56.165+00:00
16:21:12.992+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 22 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-122]/fault-F112128,2020-09-05,08:34:56.167+00:00
15:36:03.558+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 16573 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Rescue/epg-Database]/fault-F110344,2020-09-05,08:34:56.129+00:00
15:50:45.585+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Rescue/epg-Database]/fault-F112296,2020-09-05,08:34:56.132+00:00
16:30:39.960+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 13790 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Evolution_X/epg-Web]/fault-F110344,2020-09-05,08:34:56.113+00:00
15:56:00.750+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Evolution_X/epg-Web]/fault-F112296,2020-09-05,08:34:56.115+00:00
16:01:15.664+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 10770 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-db]/fault-F110344,2020-09-05,08:34:56.125+00:00
16:10:42.784+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-db]/fault-F112296,2020-09-05,08:34:56.127+00:00
16:21:12.879+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 12147 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Rescue/epg-Web]/fault-F110344,2020-09-05,08:34:56.100+00:00
16:06:30.751+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Rescue/epg-Web]/fault-F112296,2020-09-05,08:34:56.103+00:00
16:26:27.912+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 13074 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Power_Up/epg-Web]/fault-F110344,2020-09-05,08:34:56.134+00:00
16:25:24.891+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 22 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Power_Up/epg-Web]/fault-F112296,2020-09-05,08:34:56.136+00:00
16:21:12.888+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 11365 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Evolution_X/epg-Database]/fault-F110344,2020-09-05,08:34:56.105+00:00
16:21:12.886+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 22 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Evolution_X/epg-Database]/fault-F112296,2020-09-05,08:34:56.107+00:00
16:25:24.896+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 10602 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-app]/fault-F110344,2020-09-05,08:34:56.141+00:00
16:06:30.718+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 15 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-Heroes/ap-Save_The_Planet/epg-app]/fault-F112296,2020-09-05,08:34:56.144+00:00
16:01:15.703+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 11158 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2949120]/bd-[vxlan-16318374]/svi-[vlan17]/fault-F110176,2020-09-03,22:16:34.978+00:00
16:21:12.906+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 21 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2949120]/bd-[vxlan-16318374]/svi-[vlan17]/fault-F112128,2020-09-03,22:16:34.982+00:00
15:36:03.665+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16573 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-124]/fault-F110176,2020-09-05,08:34:56.192+00:00
15:50:45.680+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-124]/fault-F112128,2020-09-05,08:34:56.195+00:00
16:01:15.681+00:00,2020-09-05,F110344,TCA: ingress drop bytes rate(l2IngrBytesPart5min:dropRate) value 20729 raised above threshold 10000,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Chaos/epg-Database]/fault-F110344,2020-09-05,08:34:56.086+00:00
16:30:39.951+00:00,2020-09-05,F112296,TCA: ingress drop packets rate(l2IngrPktsPart5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-SnV/ap-Chaos/epg-Database]/fault-F112296,2020-09-05,08:34:56.089+00:00
15:50:45.632+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 18111 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2949120]/rtd-[eth1/47]/fault-F110176,2020-09-03,22:16:34.986+00:00
16:30:40.002+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 21 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2949120]/rtd-[eth1/47]/fault-F112128,2020-09-03,22:16:34.988+00:00
22:22:07.637+00:00,2020-09-03,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-22_EPG due to VRF Not Present, debug message: ",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-22_EPG]/nwissues/fault-F0467,2020-09-03,22:19:53.009+00:00
22:22:07.637+00:00,2020-09-03,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-33_EPG due to VRF Not Present, debug message: ",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-33_EPG]/nwissues/fault-F0467,2020-09-03,22:19:53.066+00:00
16:30:39.970+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12569 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2457600]/bd-[vxlan-15728622]/svi-[vlan35]/fault-F110176,2020-09-04,20:08:17.155+00:00
16:05:27.722+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 10 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2457600]/bd-[vxlan-15728622]/svi-[vlan35]/fault-F112128,2020-09-04,20:08:17.159+00:00
20:10:22.146+00:00,2020-09-04,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG node 102 Heroes_FI-2A111 due to Invalid Path Configuration, debug message: invalid-path: Interface does not exist;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG]/node-102/stpathatt-[Heroes_FI-2A111]/nwissues/fault-F0467,2020-09-04,20:07:56.687+00:00
20:10:22.146+00:00,2020-09-04,F0467,"Configuration failed for uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG node 102 Heroes_FI-2B111 due to Invalid Path Configuration, debug message: invalid-path: Interface does not exist;",minor,topology/pod-1/node-102/local/svc-policyelem-id-0/uni/epp/fv-[uni/tn-YYYYY_tenant/ap-YYYYY_AP/epg-11_EPG]/node-102/stpathatt-[Heroes_FI-2B111]/nwissues/fault-F0467,2020-09-04,20:07:56.690+00:00
16:30:40.032+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 18788 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-125]/fault-F110176,2020-09-05,08:34:56.155+00:00
16:10:42.770+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-125]/fault-F112128,2020-09-05,08:34:56.158+00:00
16:30:40.046+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13790 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-121]/fault-F110176,2020-09-05,08:34:56.188+00:00
15:56:00.829+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-121]/fault-F112128,2020-09-05,08:34:56.190+00:00
16:21:12.984+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12147 raised above threshold 10000,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-123]/fault-F110176,2020-09-05,08:34:56.160+00:00
16:06:30.766+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-102/sys/ctx-[vxlan-2588673]/bd-[vxlan-16187318]/vlan-[vlan-123]/fault-F112128,2020-09-05,08:34:56.162+00:00
